School Name,City,Type,Address,Website,Phone,Email,Description
"Wuxi United International School","Shenzhen","International School",,"https://www.nessic.org/team/springboard-international-bilingual-school",,,
"Yew Wah International Education School","Shenzhen","International School",,"https://www.nessic.org/team/wuxi-united-international-school",,,
"Beanstalk International Bilingual School","Shenzhen","International School",,"https://www.nessic.org/team/yew-wah-",,,
"Cogdel Cranleigh High School","Shenzhen","School",,"https://www.nessic.org/team/beanstalk-international-bilingual-school-shunyi-campus",,,
"Shanghai United International School","Shenzhen","International School",,"https://www.nessic.org/team/hiba-academy-hangzhou",,,
"Transpace Changchun Foreign Language School","Shenzhen","School",,"https://www.nessic.org/team/shanghai-united-international-school-qingpu-campus",,,
"Wycombe Abbey School","Shenzhen","School",,"https://www.nessic.org/team/transpace-changchun-foreign-language-school",,,
"Changwai Bilingual School","Shenzhen","Bilingual School",,"https://www.nessic.org/team/wycombe-abbey-school-changzhou",,,
"Cogdel Cranleigh School","Shenzhen","School",,"https://www.nessic.org/team/wycombe-abbey-school-changzhou",,,
"Dehong Beijing International Chinese School","Shenzhen","International School",,"https://www.nessic.org/team/changwai-bilingual-school",,,
"Harrow LiDe School","Shenzhen","School",,"https://www.nessic.org/team/dehong-beijing-international-chinese-school",,,
"Ningbo Huamao International School","Shenzhen","International School",,"https://www.nessic.org/team/green-oasis-school",,,
"Wuxi Dipont School","Shenzhen","School",,"https://www.nessic.org/team/shenzhen-college-of-international-education",,,
"Shenzhen

Xinxin School","Shenzhen","School",,,,,
"Shenzhen

Yitian Garden School","Shenzhen","School",,,,,
"Shenzhen

Nankai School","Shenzhen","School",,,,,
"Shenzhen

Central South School","Shenzhen","School",,,,,
"Shenzhen

Zhiyuan Experimental School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Yinhu Foreign Language Experimental School

Wende School","Shenzhen","School",,,,,
"Shenzhen

Liancheng School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Luohu District Qiaoxiang Experimental School

Huaying School","Shenzhen","School",,,,,
"Shenzhen

Xinhua Foreign Language School","Shenzhen","School",,,,,
"School

Songyuan Primary School","Shenzhen","School",,,,,
"Shenzhen

Qingxiu Primary School","Shenzhen","School",,,,,
"Shenzhen

Jingyuan Experimental Primary School","Shenzhen","School",,,,,
"Shenzhen

Lishan School","Shenzhen","School",,,,,
"Shenzhen

Huafu Primary School","Shenzhen","School",,,,,
"Shenzhen

Yuehai Fulin Primary School","Shenzhen","School",,,,,
"Shenzhen

Dongwan Primary School","Shenzhen","School",,,,,
"Shenzhen

Renzhi Experimental Primary School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Vanke Mesa College

Meisha Bilingual School","Shenzhen","Bilingual School",,,,,
"Shenzhen

Songgang Chinese and English Experimental School","Shenzhen","School",,,,,
"Songgang Chinese and English Experimental School","Shenzhen","School",,,,,
"Shenzhen Huayi Experimental School

Shenzhen Baoan District Turnover Experimental School","Shenzhen","School",,,,,
"Shenzhen Baoan District Turnover Experimental School","Shenzhen","School",,,,,
"Shenzhen

Baohua School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Baoan District Chinese School

Hezhou School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Baoan District Zhenxing School

Fumin School","Shenzhen","School",,,,,
"Shenzhen

Jingshan Experimental School","Shenzhen","School",,,,,
"Shenzhen

Qiaoxing School","Shenzhen","School",,,,,
"Shenzhen

South China Chinese and English School","Shenzhen","School",,,,,
"Shenzhen

Jinyuan School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Baoan District Biaoshang School

Huayuan School","Shenzhen","School",,,,,
"Shenzhen

Paddy Field Experimental School","Shenzhen","School",,,,,
"Shenzhen

Guanhua Yucai School","Shenzhen","School",,,,,
"Guanhua Yucai School","Shenzhen","School",,,,,
"Shenzhen

Zhenhua School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Baoan District Rise Integrity Experimental School

Baolong School","Shenzhen","School",,,,,
"Shenzhen

Xinxing School","Shenzhen","School",,,,,
"Shenzhen

Jinbi Experimental School","Shenzhen","School",,,,,
"Shenzhen

Longshan School","Shenzhen","School",,,,,
"Shenzhen

Guanqun Experimental School","Shenzhen","School",,,,,
"Shenzhen

Beiting Experimental School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Baoan District Talent School

Bitou Wenwu School","Shenzhen","School",,,,,
"Shenzhen

Dongsheng Experimental School","Shenzhen","School",,,,,
"Shenzhen

Chongwen School","Shenzhen","School",,,,,
"Shenzhen

Ningyuan Experimental School","Shenzhen","School",,,,,
"Shenzhen

Kangyuan Primary School","Shenzhen","School",,,,,
"Shenzhen

Zhiyuan Primary School","Shenzhen","School",,,,,
"Shenzhen

Kaiyuan Experimental School","Shenzhen","School",,,,,
"Shenzhen

Xinxin Primary School","Shenzhen","School",,,,,
"Shenzhen

Houde Primary School","Shenzhen","School",,,,,
"Shenzhen

Huayu Chinese and English Primary School","Shenzhen","School",,,,,
"Shenzhen

Weimin Primary School","Shenzhen","School",,,,,
"Shenzhen

Xinfeng Primary School","Shenzhen","School",,,,,
"Shenzhen

Luxing Primary School","Shenzhen","School",,,,,
"Shenzhen

Jianyi School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Longgang District Federal School

Longpeng Primary School","Shenzhen","School",,,,,
"Shenzhen

Nanfang Tangkeng School","Shenzhen","School",,,,,
"Shenzhen

Jialian School","Shenzhen","School",,,,,
"Shenzhen

Huiwen School","Shenzhen","School",,,,,
"Shenzhen

Hongwen School","Shenzhen","School",,,,,
"Shenzhen

Jinan Primary School","Shenzhen","School",,,,,
"Shenzhen

Hantang School","Shenzhen","School",,,,,
"Shenzhen

Delong School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Jianwen Foreign Language School

Fengli School","Shenzhen","School",,,,,
"Shenzhen

Huasheng School","Shenzhen","School",,,,,
"Shenzhen

Caide Primary School","Shenzhen","School",,,,,
"Shenzhen

Huimin Primary School","Shenzhen","School",,,,,
"Shenzhen

Aiwen School","Shenzhen","School",,,,,
"Shenzhen

Xinnan Primary School","Shenzhen","School",,,,,
"Shenzhen

Huade School","Shenzhen","School",,,,,
"Shenzhen

Nanyuan School","Shenzhen","School",,,,,
"Shenzhen

Qiying School","Shenzhen","School",,,,,
"Shenzhen

Liangantian Primary School","Shenzhen","School",,,,,
"Shenzhen

Pingnan School","Shenzhen","School",,,,,
"Shenzhen

Golden Rice Field School","Shenzhen","School",,,,,
"Shenzhen

Longhu School","Shenzhen","School",,,,,
"Shenzhen

Xinmu Primary School","Shenzhen","School",,,,,
"Shenzhen

Xingwen School","Shenzhen","School",,,,,
"Shenzhen

Peixin School","Shenzhen","School",,,,,
"Shenzhen

Zhimin Experimental School","Shenzhen","School",,,,,
"Shenzhen

Kecheng Experimental School","Shenzhen","School",,,,,
"Shenzhen

Dongsheng School","Shenzhen","School",,,,,
"Shenzhen

Zhongxing Primary School","Shenzhen","School",,,,,
"Shenzhen

Sanlian Storage and Transportation School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Longgang District Times School

Cuifeng School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Longgang District Lily Foreign Language School

Aiyi School","Shenzhen","School",,,,,
"Shenzhen

Kapok Bay Experimental School","Shenzhen","School",,,,,
"Shenzhen

Lihu School","Shenzhen","School",,,,,
"Shenzhen

Qiyuan School","Shenzhen","School",,,,,
"Shenzhen

Hualong School","Shenzhen","School",,,,,
"Shenzhen

Oriental Peninsula Primary School","Shenzhen","School",,,,,
"Shenzhen

Chunlei Primary School","Shenzhen","School",,,,,
"Shenzhen

Snow Elephant School","Shenzhen","School",,,,,
"Shenzhen

Bantian Love School","Shenzhen","School",,,,,
"Shenzhen

Hongyang School","Shenzhen","School",,,,,
"Shenzhen

Yuying Primary School","Shenzhen","School",,,,,
"Shenzhen

Aihua School","Shenzhen","School",,,,,
"Shenzhen

Huacheng School","Shenzhen","School",,,,,
"Shenzhen

Longlian School","Shenzhen","School",,,,,
"Shenzhen

Longsheng School","Shenzhen","School",,,,,
"Shenzhen

Wenlong School","Shenzhen","School",,,,,
"Shenzhen

Xingtai Experimental School","Shenzhen","School",,,,,
"Shenzhen

Yingcai Primary School","Shenzhen","School",,,,,
"Shenzhen

Nanwan Street Shawan Experimental School

Nanfang School","Shenzhen","School",,,,,
"Shenzhen

Kangqiao Foreign Language School","Shenzhen","School",,,,,
"Shenzhen

Pingdong School","Shenzhen","School",,,,,
"Shenzhen

Pingdi Huihua School","Shenzhen","School",,,,,
"Shenzhen

Pingdiping West School","Shenzhen","School",,,,,
"Shenzhen

Tongxing School","Shenzhen","School",,,,,
"Shenzhen

Aifu Experimental School","Shenzhen","School",,,,,
"Shenzhen

Wanan School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Longhua District Elite School

Jinming School","Shenzhen","School",,,,,
"Shenzhen

Baowen School","Shenzhen","School",,,,,
"Shenzhen

Xinyuan School","Shenzhen","School",,,,,
"Shenzhen

Xinzhi School","Shenzhen","School",,,,,
"Shenzhen

Jinhua Experimental School","Shenzhen","School",,,,,
"Shenzhen

Aiyi School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Longhua District Shangwen School

Sanlian Eternal School","Shenzhen","School",,,,,
"Shenzhen

Longfeng School","Shenzhen","School",,,,,
"Shenzhen

Niulanqian School","Shenzhen","School",,,,,
"Shenzhen

Liuyi School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Bohua Experimental School

Wenfeng Primary School","Shenzhen","School",,,,,
"Shenzhen

Shenghua Primary School","Shenzhen","School",,,,,
"Shenzhen

Yuanfen Primary School","Shenzhen","School",,,,,
"Shenzhen

Dunbei Primary School","Shenzhen","School",,,,,
"Shenzhen

Dongxing Primary School","Shenzhen","School",,,,,
"Shenzhen

Minle Primary School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Houde College

Hanwen Experimental School","Shenzhen","Higher Education",,,,,
"Shenzhen

Nod Anda Bilingual School","Shenzhen","Bilingual School",,,,,
"Shenzhen

Shenzhen Longxiang School

Longshan School","Shenzhen","School",,,,,
"Shenzhen

Xiangyang Primary School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Sunshine Primary School

Xinghua Primary School","Shenzhen","School",,,,,
"Shenzhen

Longbei Primary School","Shenzhen","School",,,,,
"Shenzhen

Shenzhen Dongmen Primary School

Zhengyang Primary School","Shenzhen","School",,,,,
"Guangming New District

Chunlei School","Shenzhen","School",,,,,
"School

Erya School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Shenzhen

Qingyi Primary School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Shenzhen

Fenghuangpei English Martial Arts Experimental School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Shenzhen

Xingyu School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Shenzhen

Shenzhen Yadi School

Buxin School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Xinxin School","Shenzhen","School",,,,,
"Yitian Garden School","Shenzhen","School",,,,,
"Nankai School","Shenzhen","School",,,,,
"Central South School","Shenzhen","School",,,,,
"Zhiyuan Experimental School","Shenzhen","School",,,,,
"Shenzhen Yinhu Foreign Language Experimental School

Wende School","Shenzhen","School",,,,,
"Liancheng School","Shenzhen","School",,,,,
"Shenzhen Luohu District Qiaoxiang Experimental School

Huaying School","Shenzhen","School",,,,,
"Xinhua Foreign Language School","Shenzhen","School",,,,,
"Songyuan Primary School","Shenzhen","School",,,,,
"Qingxiu Primary School","Shenzhen","School",,,,,
"Jingyuan Experimental Primary School","Shenzhen","School",,,,,
"Lishan School","Shenzhen","School",,,,,
"Huafu Primary School","Shenzhen","School",,,,,
"Yuehai Fulin Primary School","Shenzhen","School",,,,,
"Dongwan Primary School","Shenzhen","School",,,,,
"Renzhi Experimental Primary School","Shenzhen","School",,,,,
"Shenzhen Vanke Mesa College

Meisha Bilingual School","Shenzhen","Bilingual School",,,,,
"Baohua School","Shenzhen","School",,,,,
"Shenzhen Baoan District Chinese School

Hezhou School","Shenzhen","School",,,,,
"Shenzhen Baoan District Zhenxing School

Fumin School","Shenzhen","School",,,,,
"Jingshan Experimental School","Shenzhen","School",,,,,
"Qiaoxing School","Shenzhen","School",,,,,
"South China Chinese and English School","Shenzhen","School",,,,,
"Jinyuan School","Shenzhen","School",,,,,
"Shenzhen Baoan District Licai Experimental School

Taoyuan Chinese and English Experimental School","Shenzhen","School",,,,,
"Shenzhen Baoan District Biaoshang School

Huayuan School","Shenzhen","School",,,,,
"Paddy Field Experimental School","Shenzhen","School",,,,,
"Zhenhua School","Shenzhen","School",,,,,
"Shenzhen Baoan District Rise Integrity Experimental School

Baolong School","Shenzhen","School",,,,,
"Xinxing School","Shenzhen","School",,,,,
"Jinbi Experimental School","Shenzhen","School",,,,,
"Longshan School","Shenzhen","School",,,,,
"Guanqun Experimental School","Shenzhen","School",,,,,
"Beiting Experimental School","Shenzhen","School",,,,,
"Shenzhen Baoan District Talent School

Bitou Wenwu School","Shenzhen","School",,,,,
"Dongsheng Experimental School","Shenzhen","School",,,,,
"Chongwen School","Shenzhen","School",,,,,
"Ningyuan Experimental School","Shenzhen","School",,,,,
"Kangyuan Primary School","Shenzhen","School",,,,,
"Zhiyuan Primary School","Shenzhen","School",,,,,
"Kaiyuan Experimental School","Shenzhen","School",,,,,
"Xinxin Primary School","Shenzhen","School",,,,,
"Houde Primary School","Shenzhen","School",,,,,
"Huayu Chinese and English Primary School","Shenzhen","School",,,,,
"Weimin Primary School","Shenzhen","School",,,,,
"Xinfeng Primary School","Shenzhen","School",,,,,
"Luxing Primary School","Shenzhen","School",,,,,
"Jianyi School","Shenzhen","School",,,,,
"Shenzhen Longgang District Federal School

Longpeng Primary School","Shenzhen","School",,,,,
"Nanfang Tangkeng School","Shenzhen","School",,,,,
"Jialian School","Shenzhen","School",,,,,
"Huiwen School","Shenzhen","School",,,,,
"Hongwen School","Shenzhen","School",,,,,
"Jinan Primary School","Shenzhen","School",,,,,
"Hantang School","Shenzhen","School",,,,,
"Delong School","Shenzhen","School",,,,,
"Shenzhen Jianwen Foreign Language School

Fengli School","Shenzhen","School",,,,,
"Huasheng School","Shenzhen","School",,,,,
"Caide Primary School","Shenzhen","School",,,,,
"Huimin Primary School","Shenzhen","School",,,,,
"Aiwen School","Shenzhen","School",,,,,
"Xinnan Primary School","Shenzhen","School",,,,,
"Huade School","Shenzhen","School",,,,,
"Nanyuan School","Shenzhen","School",,,,,
"Qiying School","Shenzhen","School",,,,,
"Liangantian Primary School","Shenzhen","School",,,,,
"Pingnan School","Shenzhen","School",,,,,
"Golden Rice Field School","Shenzhen","School",,,,,
"Longhu School","Shenzhen","School",,,,,
"Xinmu Primary School","Shenzhen","School",,,,,
"Xingwen School","Shenzhen","School",,,,,
"Peixin School","Shenzhen","School",,,,,
"Zhimin Experimental School","Shenzhen","School",,,,,
"Kecheng Experimental School","Shenzhen","School",,,,,
"Dongsheng School","Shenzhen","School",,,,,
"Zhongxing Primary School","Shenzhen","School",,,,,
"Sanlian Storage and Transportation School","Shenzhen","School",,,,,
"Shenzhen Longgang District Times School

Cuifeng School","Shenzhen","School",,,,,
"Shenzhen Longgang District Lily Foreign Language School

Aiyi School","Shenzhen","School",,,,,
"Kapok Bay Experimental School","Shenzhen","School",,,,,
"Lihu School","Shenzhen","School",,,,,
"Qiyuan School","Shenzhen","School",,,,,
"Hualong School","Shenzhen","School",,,,,
"Oriental Peninsula Primary School","Shenzhen","School",,,,,
"Chunlei Primary School","Shenzhen","School",,,,,
"Snow Elephant School","Shenzhen","School",,,,,
"Bantian Love School","Shenzhen","School",,,,,
"Hongyang School","Shenzhen","School",,,,,
"Yuying Primary School","Shenzhen","School",,,,,
"Aihua School","Shenzhen","School",,,,,
"Huacheng School","Shenzhen","School",,,,,
"Longlian School","Shenzhen","School",,,,,
"Longsheng School","Shenzhen","School",,,,,
"Wenlong School","Shenzhen","School",,,,,
"Xingtai Experimental School","Shenzhen","School",,,,,
"Yingcai Primary School","Shenzhen","School",,,,,
"Nanwan Street Shawan Experimental School

Nanfang School","Shenzhen","School",,,,,
"Kangqiao Foreign Language School","Shenzhen","School",,,,,
"Pingdong School","Shenzhen","School",,,,,
"Pingdi Huihua School","Shenzhen","School",,,,,
"Pingdiping West School","Shenzhen","School",,,,,
"Tongxing School","Shenzhen","School",,,,,
"Aifu Experimental School","Shenzhen","School",,,,,
"Wanan School","Shenzhen","School",,,,,
"Shenzhen Longhua District Elite School

Jinming School","Shenzhen","School",,,,,
"Baowen School","Shenzhen","School",,,,,
"Xinyuan School","Shenzhen","School",,,,,
"Xinzhi School","Shenzhen","School",,,,,
"Jinhua Experimental School","Shenzhen","School",,,,,
"Aiyi School","Shenzhen","School",,,,,
"Shenzhen Longhua District Shangwen School

Sanlian Eternal School","Shenzhen","School",,,,,
"Longfeng School","Shenzhen","School",,,,,
"Niulanqian School","Shenzhen","School",,,,,
"Liuyi School","Shenzhen","School",,,,,
"Shenzhen Bohua Experimental School

Wenfeng Primary School","Shenzhen","School",,,,,
"Shenghua Primary School","Shenzhen","School",,,,,
"Yuanfen Primary School","Shenzhen","School",,,,,
"Dunbei Primary School","Shenzhen","School",,,,,
"Dongxing Primary School","Shenzhen","School",,,,,
"Minle Primary School","Shenzhen","School",,,,,
"Shenzhen Houde College

Hanwen Experimental School","Shenzhen","Higher Education",,,,,
"Nod Anda Bilingual School","Shenzhen","Bilingual School",,,,,
"Shenzhen Longxiang School

Longshan School","Shenzhen","School",,,,,
"Xiangyang Primary School","Shenzhen","School",,,,,
"Shenzhen Sunshine Primary School

Xinghua Primary School","Shenzhen","School",,,,,
"Longbei Primary School","Shenzhen","School",,,,,
"Shenzhen Dongmen Primary School

Zhengyang Primary School","Shenzhen","School",,,,,
"Chunlei School","Shenzhen","School",,,,,
"Erya School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Qingyi Primary School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Fenghuangpei English Martial Arts Experimental School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Xingyu School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Shenzhen Yadi School

Buxin School","Shenzhen","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Achieve Xiamen International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/achieve-xiamen-international-school-2/",,,
"Affiliated School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/affiliated-high-school-of-peking-university/",,,
"American International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/affiliated-school-of-jnu-for-hong-kong-macao-students/",,,
"BASIS Bilingual Kindergarten","Shenzhen","Bilingual School",,"https://www.searchassociates.com/schools/china/avenues-shenzhen/",,,
"BASIS Bilingual School","Shenzhen","Bilingual School",,"https://www.searchassociates.com/schools/china/basis-bilingual-kindergarten-nanshan/",,,
"Beijing City International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/beijing-3e-international-school/",,,
"Beijing National Day School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/beijing-international-bilingual-academy-beijing-campus/",,,
"High School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/achieve-xiamen-international-school-2/",,,
"Beijing Royal School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/beijing-no80-high-school/",,,
"Benenden Bilingual School","Shenzhen","Bilingual School",,"https://www.searchassociates.com/schools/china/beijing-world-youth-academy/",,,
"British School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/bibs-changying-campus/",,,
"Canadian International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/bromsgrove-school-mission-hills/",,,
"Changchun American International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/canadian-international-school-of-hefei/",,,
"Concordia International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/china-world-academy/",,,
"Concordia School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/concordia-international-school-shanghai/",,,
"Dehong Shanghai International Chinese School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/dehong-beijing-international-chinese-school/",,,
"Dulwich International High School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/dulwich-college-suzhou/",,,
"Georgia School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/dulwich-international-high-school-programme-suzhou/",,,
"Guangzhou International Primary School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/green-oasis-school/",,,
"Guangzhou SCA School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/guangzhou-international-primary-school-baiyun-zwie/",,,
"Guangzhou Ulink International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/guangzhou-sca-school/",,,
"Hangzhou International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/guangzhou-ulink-international-school-2/",,,
"Hangzhou Yungu School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/hangzhou-international-school/",,,
"HD Beijing School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/harrow-international-school-qianhai-shenzhen/",,,
"HDBJ School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/harrow-international-school-qianhai-shenzhen/",,,
"HD Ningbo School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/hd-beijing-school-hurtwood-house-china/",,,
"HD Qingdao School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/hd-ningbo-school-hurtwood-house-china/",,,
"HD Shanghai Bilingual School","Shenzhen","Bilingual School",,"https://www.searchassociates.com/schools/china/hd-qingdao-school/",,,
"ISA Liwan International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/isa-international-education-group/",,,
"ISA Science City International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/isa-liwan-international-school/",,,
"ISA Tianhe International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/isa-science-city-international-school/",,,
"ISA Wuhan International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/isa-tianhe-international-school-of-guangzhou/",,,
"Kunshan Kang Chiao School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/keystone-academy/",,,
"Lady Eleanor Holles International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/kunshan-kang-chiao-school/",,,
"Nanjing International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/malvern-college-qingdao/",,,
"Nord Anglia School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/ningbo-huamao-international-school/",,,
"Qingdao Amerasia International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/overseas-chinese-academy-of-concord-suzhou/",,,
"Qingdao Baishan School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/qingdao-amerasia-international-school/",,,
"Shanghai American School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/sendelta-international-academy-shenzhen/",,,
"Shanghai Community International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/shanghai-american-school/",,,
"Shanghai Hongrun Boyuan School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/shanghai-community-international-school/",,,
"Shanghai Little Bridge School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/shanghai-hongrun-boyuan-school/",,,
"Private Primary School","Shenzhen","Private School",,"https://www.searchassociates.com/schools/china/shanghai-hongrun-boyuan-school/",,,
"Shanghai Qibao Dwight High School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/shanghai-little-bridge-school/",,,
"Shanghai Shangde Experimental School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/shanghai-qibao-dwight-high-school/",,,
"Shanghai Singapore International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/shanghai-shangde-experimental-school/",,,
"Shanghai Vanke Bilingual School","Shenzhen","Bilingual School",,"https://www.searchassociates.com/schools/china/shanghai-united-international-school-wuxi-campus/",,,
"Shenzhen Mingwan School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/shenzhen-international-foundation-college-2/",,,
"Sias International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/shenzhen-vanke-meisha-academy/",,,
"Sino-Canada Concord School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/sias-international-school-of-zhengdong-new-district-zhengzhou/",,,
"Suzhou EtonHouse International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/springboard-international-bilingual-school/",,,
"Suzhou High School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/suzhou-etonhouse-international-school/",,,
"Suzhou Singapore International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/suzhou-high-school-international-division/",,,
"TEDA International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/suzhou-singapore-international-school/",,,
"Tsinghua International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/the-international-school-of-sanya/",,,
"Tsinglan School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/tsinghua-international-school/",,,
"Utahloy International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/united-world-college-changshu-china/",,,
"Western International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/western-academy-of-beijing/",,,
"Wuxi Boston International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/western-international-school-of-shanghai/",,,
"Xi'an Hanova International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/wycombe-abbey-school-hangzhou/",,,
"Xi'an Liangjiatan International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/xi-an-hanova-international-school/",,,
"Xiamen International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/achieve-xiamen-international-school-2/",,,
"YK Pao School","Shenzhen","School",,"https://www.searchassociates.com/schools/china/xiamen-international-school/",,,
"Zhuhai International School","Shenzhen","International School",,"https://www.searchassociates.com/schools/china/yk-pao-school-shanghai/",,,
"International School","Chengdu","International School",,"https://www.internationalschoolsreview.com/author/missouri65807",,,
"Nord Anglia International School","Chengdu","International School",,"https://whichschooladvisor.com/uae/search-articles/s437/brighton-college-dubai",,,
"New British School","Chengdu","School",,"https://whichschooladvisor.com/uae/search-articles/s1197/dibber-nursery-al-barsha-south",,,
"Ash Mount School","Chengdu","School",,"https://whichschooladvisor.com/uae/school-news/harrow-to-gordonstoun-every-new-school-opening-in-the-uae-in-2026-with-fees",,,
"Gordonstoun School","Chengdu","School",,"https://whichschooladvisor.com/uae/search-articles/s1693/dubai-international-academy-town-square",,,
"Leman International School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/3127/images/984758_smaller.jpg",,,
"SPGS International School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/3078/images/482346_smaller.webp",,,
"QSI International School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/6004/images/918061_smaller.png",,,
"Chengdu International School","Chengdu","International School",,"https://www.teacherhorizons.com/schools/asia-china-chengdu-canada-british-columbia-international-schools-chengdu",,,
"Chengdu Shude High School","Chengdu","School",,"https://www.teacherhorizons.com/static/mediav2/schools/5621/images/521836_smaller.webp",,,
"Chengdu Meishi International School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/3600/images/385726.webp",,,
